CNT,CNTSCHID,CNTSTUID,CM033Q01T,CM474Q01T,CM155Q02T,CM155Q01T,CM155Q03T,CM155Q04T,CM411Q01T,CM411Q02T,CM803Q01T,CM442Q02T,CM462Q01T,CM034Q01T,CM305Q01T,CM496Q01T,CM496Q02T,CM423Q01T,CM192Q01T,CM406Q01T,CM406Q02T,CM603Q01T,CM571Q01T,CM564Q01T,CM564Q02T,CM447Q01T,CM273Q01T,CM408Q01T,CM420Q01T,CM446Q01T,CM446Q02T,CM559Q01T,CM828Q02T,CM828Q03T,CM464Q01T,CM800Q01T,CM982Q01T,CM982Q02T,CM982Q03T,CM982Q04T,CM992Q01T,CM992Q02T,CM992Q03T,CM915Q01T,CM915Q02T,CM906Q01T,CM906Q02T,CM00KQ02T,CM909Q01T,CM909Q02T,CM909Q03T,CM949Q01T,CM949Q02T,CM949Q03T,CM00GQ01T,CM955Q01T,CM955Q02T,CM955Q03T,CM998Q02T,CM998Q04T,CM905Q01T,CM905Q02T,CM919Q01T,CM919Q02T,CM954Q01T,CM954Q02T,CM954Q04T,CM943Q01T,CM943Q02T,CM953Q02T,CM953Q03T,CM953Q04T,CM948Q01T,CM948Q02T,CM948Q03T,CM936Q01T,CM936Q02T,CM961Q02T,CM961Q03T,CM961Q05T,CM939Q01T,CM939Q02T,CM967Q01T,CM967Q03T,CM033Q01S,CM474Q01S,DM155Q02C,CM155Q01S,DM155Q03C,CM155Q04S,CM411Q01S,CM411Q02S,CM803Q01S,CM442Q02S,DM462Q01C,CM034Q01S,CM305Q01S,CM496Q01S,CM496Q02S,CM423Q01S,CM192Q01S,DM406Q01C,DM406Q02C,CM603Q01S,CM571Q01S,CM564Q01S,CM564Q02S,CM447Q01S,CM273Q01S,CM408Q01S,CM420Q01S,CM446Q01S,DM446Q02C,CM559Q01S,DM828Q02C,CM828Q03S,CM464Q01S,CM800Q01S,CM982Q01S,CM982Q02S,CM982Q03S,CM982Q04S,CM992Q01S,CM992Q02S,DM992Q03C,CM915Q01S,CM915Q02S,CM906Q01S,DM906Q02C,DM00KQ02C,CM909Q01S,CM909Q02S,CM909Q03S,CM949Q01S,CM949Q02S,DM949Q03C,CM00GQ01S,DM955Q01C,DM955Q02C,CM955Q03S,DM998Q02C,CM998Q04S,CM905Q01S,DM905Q02C,CM919Q01S,CM919Q02S,CM954Q01S,DM954Q02C,CM954Q04S,CM943Q01S,CM943Q02S,DM953Q02C,CM953Q03S,DM953Q04C,CM948Q01S,CM948Q02S,CM948Q03S,CM936Q01S,DM936Q02C,DM961Q02C,CM961Q03S,DM961Q05C,CM939Q01S,CM939Q02S,CM967Q01S,CM967Q03S
ISR,37600119,37600026,18585.0,16011.0,5384.0,2098.0,4195.0,4046.999,9379.0,5935.0,16728.0,35580.0,3446.0,28934.0,6319.0,6072.0,3361.0,8135.999,47281.0,27199.0,4265.0,10310.0,13215.0,23948.0,10036.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,1.0,,0.0,,,0.0,,,1.0,0.0,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISR,37600047,37600028,,,,,,,,,,,,,65162.0,66568.0,37393.0,15015.0,75951.0,75059.0,106519.0,92919.0,172152.0,36282.0,71655.0,59838.0,39913.0,66923.0,63464.0,44845.0,129190.0,51985.0,77152.0,201060.0,19927.0,67294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISR,37600149,37600029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISR,37600096,37600030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISR,37600062,37600031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53293.0,39067.0,42083.0,41097.0,49461.0,28320.0,19828.0,108657.0,88853.0,96010.0,21780.0,114827.0,55775.0,60486.0,84792.0,88402.0,36812.0,62420.0,58644.0,70310.0,52283.0,104636.0,83205.0,21284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
ISR,37600083,37600032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISR,37600018,37600033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISR,37600050,37600034,162676.0,87783.0,266304.0,89456.0,218848.0,183621.0,92245.0,53922.0,97480.0,305730.0,185311.0,203437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82477.0,196650.0,65129.0,114385.0,144503.0,127619.0,121668.0,72333.0,79238.0,221891.0,37621.0,68264.0,,,,,,,,,,,,,1.0,0.0,21.0,1.0,12.0,0.0,1.0,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,
ISR,37600035,37600035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISR,37600050,37600036,,,,,,,,,,,,,75988.0,116644.0,86875.0,107929.0,98945.0,167955.0,85317.0,97039.0,15396.0,48007.0,57371.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
